"Flashes","Pwr","WL QCS","Battery","TTL","HSS","AF Assist","Modelling Lamp (mW)","Min Pwr (1/n)","CHs","Grps","Ext Pwr","FW Up","Remarks"
"RF1","76Ws","No","4x AA","Yes","No","Yes","2x 590","128","0","0","Yes","No",""
