"Flashes","Pwr (Ws)","WL QCS","Modelling Lamp (W)","Modelling Lamp Type","Min Pwr (1/n)","Max Recycle Time (ms)","Min Recycle Time (ms)","CHs","Grps","ID","FW Up","Status"
"S101 300w","300"
"S101 300w Pro","300"
"S101 400w","400"
"S101 400w Pro","400"
"S102 400w Pro","400"
